Term	Notes	Russian
card_factory_status_0		Создание фабрики	
card_muesli_status_0		Приготовьте мюсли	
quest_cities_get_farmland_text		Постройте ферму	
pack_cities_weather_text		Дикая погода	
label_weather_report_text		Только что поступило сообщение: погодные условия будут меняться...	
label_weather_report_title		Городские новости	
card_factory_parts_name		Заводские детали	
card_factory_parts_description		Маленькая часть большой машины	
card_factory_parts_status_0		Конструирование заводских деталей
quest_cities_build_basic_factory_text		Изготовление заводских деталей
card_science_name		Наука
card_science_description		Результат применения научного метода
